,20s,30s,40s,50s,over,married,single,divorced,primary,secondary,tertiary,unknown,housing,loan,y
3874,X,,,,,,X,,,,X,,,,X
3875,X,,,,,X,,,,X,,,X,X,
3876,,X,,,,,X,,,X,,,X,,
3877,,,,,X,X,,,,X,,,,,
3878,,X,,,,,X,,,X,,,X,,
3879,X,,,,,,X,,,,X,,,,
3880,,X,,,,,X,,,,X,,X,,
3881,,,X,,,,X,,,X,,,,,X
3882,,X,,,,X,,,,,X,,X,,
3883,,,,X,,X,,,,X,,,,,
3884,,X,,,,X,,,,,X,,,,
3885,,,X,,,X,,,,X,,,X,,
3886,,X,,,,,X,,,,X,,,X,
3887,X,,,,,,X,,,,X,,X,,
3888,,X,,,,,,X,,X,,,,,
3889,,,X,,,,X,,,,X,,,,X
3890,,X,,,,,,X,X,,,,X,,X
3891,,X,,,,X,,,,X,,,X,,
3892,,X,,,,,,X,,,X,,X,,
3893,,,X,,,X,,,,X,,,X,,
3894,,X,,,,,X,,,,X,,X,,
3895,,X,,,,X,,,,X,,,X,,
3896,,X,,,,X,,,X,,,,,,X
3897,,,,X,,X,,,X,,,,,,
3898,,,,X,,X,,,X,,,,,,
3899,X,,,,,,X,,,,X,,,,
3900,,X,,,,,X,,,X,,,X,,
3901,,,,X,,X,,,,X,,,X,,
3902,,,,X,,X,,,,X,,,X,,
3903,,,,X,,X,,,X,,,,X,,
3904,,X,,,,X,,,,X,,,X,,
3905,X,,,,,X,,,,X,,,,,
3906,,,,X,,X,,,X,,,,X,,
3907,,X,,,,X,,,,,X,,X,,
3908,,X,,,,X,,,,,X,,X,,
3909,,,X,,,X,,,,,X,,X,,X
3910,,,X,,,X,,,,X,,,X,,
3911,,,X,,,X,,,,X,,,X,,
3912,,X,,,,X,,,,X,,,X,,
3913,,,X,,,X,,,X,,,,,,
3914,,X,,,,X,,,,,X,,,,X
3915,X,,,,,,X,,,,X,,,X,
3916,,X,,,,X,,,,,X,,X,,
3917,,X,,,,,X,,,X,,,,,X
3918,,,X,,,X,,,,X,,,,,
3919,,,X,,,X,,,,,X,,,,
3920,,,X,,,X,,,,X,,,X,,
3921,,X,,,,X,,,,,X,,,,
3922,,,X,,,X,,,,X,,,X,,
3923,,,,X,,X,,,X,,,,X,,
3924,,,X,,,X,,,,X,,,X,X,
3925,,,X,,,X,,,,X,,,X,X,
3926,,,,X,,X,,,X,,,,,,
3927,,X,,,,X,,,,,X,,X,,
3928,,,X,,,X,,,,X,,,X,,
3929,,,,X,,X,,,,,,X,,,
3930,,,,X,,,,X,,X,,,,,X
3931,,,X,,,X,,,,X,,,,,X
3932,X,,,,,X,,,,,X,,X,X,X
3933,,X,,,,,X,,,X,,,,,
3934,,,X,,,X,,,,,X,,X,,
3935,,X,,,,,X,,,,X,,,,
3936,,X,,,,X,,,,,X,,X,,X
3937,,,,X,,X,,,X,,,,,,
3938,,X,,,,X,,,,X,,,X,,
3939,,X,,,,X,,,,X,,,X,,
3940,X,,,,,,X,,,X,,,,,
3941,,,,X,,X,,,X,,,,X,,
3942,,,X,,,X,,,X,,,,,,X
3943,,,X,,,,X,,,X,,,X,,
3944,,,,X,,X,,,,,X,,X,,
3945,,,X,,,X,,,,,X,,X,X,
3946,X,,,,,X,,,,X,,,X,,
3947,,,X,,,X,,,,X,,,,X,
3948,,,,X,,,X,,,,X,,X,,
3949,,X,,,,X,,,X,,,,,,
3950,X,,,,,,X,,,X,,,,,
3951,,,,X,,,X,,,X,,,X,,
3952,,,X,,,X,,,X,,,,X,,
3953,,,X,,,X,,,,,X,,,,
3954,X,,,,,,X,,,X,,,X,,
3955,,X,,,,X,,,,X,,,X,,
3956,,,X,,,,X,,,,X,,X,,X
3957,,,,X,,X,,,,,X,,,,
3958,,X,,,,X,,,,,X,,X,,
3959,,,,X,,,,X,X,,,,,,
3960,,X,,,,X,,,,,X,,X,,
3961,,X,,,,,X,,,,X,,X,X,X
3962,,,,X,,X,,,X,,,,X,,
3963,,,,,X,X,,,,,,X,,,
3964,,X,,,,,X,,,X,,,X,,
3965,,,,X,,X,,,X,,,,,,
3966,,,X,,,,,X,,X,,,,,
3967,,,X,,,X,,,,X,,,,,
3968,,,,X,,X,,,,,X,,,,
3969,,,X,,,X,,,X,,,,X,,
3970,,,X,,,X,,,,,X,,X,X,
3971,,,,X,,,,X,X,,,,X,,
3972,,,,X,,X,,,,X,,,X,X,
3973,X,,,,,,X,,,X,,,,,
3974,,,,X,,X,,,X,,,,,,
3975,,X,,,,X,,,,X,,,X,,
3976,,,X,,,X,,,,,X,,X,,
3977,,X,,,,X,,,,,X,,,,
3978,,,,,X,X,,,,,X,,,,X
3979,,X,,,,,X,,,,X,,X,,
3980,,,X,,,X,,,,X,,,X,X,
3981,,,X,,,,X,,,X,,,,,
3982,,,X,,,X,,,,,X,,X,,
3983,,,X,,,,,X,,,X,,X,,
3984,,,X,,,,X,,,X,,,X,,
3985,,,X,,,X,,,X,,,,X,,
3986,,X,,,,,X,,,,X,,,,
3987,,X,,,,X,,,,X,,,X,,
3988,,,,X,,X,,,,X,,,X,,
3989,,X,,,,,X,,,,X,,X,X,
3990,,,X,,,X,,,,X,,,,,
3991,,X,,,,,X,,,X,,,X,,
3992,,,X,,,X,,,,,X,,,,
3993,,,X,,,X,,,,,X,,,,
3994,,,,X,,X,,,,,,X,,,
3995,,X,,,,,,X,,X,,,X,,X
3996,,X,,,,X,,,,X,,,X,,
3997,,,X,,,X,,,,X,,,,,
3998,,,X,,,X,,,,,X,,X,,
3999,,,X,,,X,,,,X,,,,,
4000,,,,X,,,,X,,X,,,X,,
4001,,X,,,,X,,,,X,,,,,
4002,,,,X,,,,X,,X,,,,,
4003,X,,,,,,X,,,X,,,,,
4004,,X,,,,,X,,,X,,,,,
4005,,,,X,,X,,,X,,,,X,,
4006,,,,X,,X,,,,X,,,X,,
4007,,X,,,,X,,,,,X,,X,,
4008,,,X,,,,,X,,X,,,X,X,
4009,,X,,,,,,X,,X,,,,,X
4010,X,,,,,,X,,,X,,,,,
4011,,,X,,,X,,,,X,,,X,,
4012,,X,,,,X,,,,,X,,X,,
4013,,X,,,,X,,,,,,X,,,
4014,,,X,,,X,,,,X,,,X,,
4015,,X,,,,X,,,,X,,,X,,
4016,,X,,,,X,,,,,X,,X,X,
4017,,,,X,,X,,,,,X,,,X,
4018,X,,,,,,X,,,X,,,X,,
4019,,,X,,,X,,,,X,,,X,X,
4020,,,X,,,X,,,,X,,,,,
4021,,,X,,,X,,,,,,X,X,,X
4022,,X,,,,X,,,,X,,,X,X,
4023,,,X,,,X,,,,X,,,,,
4024,,,X,,,,X,,,,X,,X,,
4025,,,X,,,X,,,,X,,,X,,
4026,,X,,,,X,,,,,X,,,,
4027,,,X,,,X,,,,,X,,,,
4028,,,,X,,,X,,,,,X,,,X
4029,,X,,,,X,,,,X,,,,X,
4030,,X,,,,,,X,,X,,,X,,
4031,,X,,,,,X,,,X,,,X,,
4032,,,,X,,X,,,,X,,,,,
4033,,X,,,,X,,,,,X,,,,
4034,,X,,,,,X,,,X,,,,,
4035,,,X,,,X,,,,X,,,X,,
4036,,,X,,,X,,,,X,,,X,,
4037,,,X,,,,,X,,,X,,,,
4038,,,,,X,X,,,,,X,,,,
4039,,,,X,,X,,,,X,,,X,X,
4040,,,,X,,X,,,X,,,,X,,X
4041,,X,,,,,,X,,X,,,,,
4042,,X,,,,,X,,,,X,,X,,
4043,,X,,,,,,X,,X,,,X,,
4044,,X,,,,X,,,,X,,,X,,
4045,,X,,,,,X,,,X,,,,,
4046,,X,,,,,X,,,,X,,,,
4047,,,,,X,X,,,,X,,,,,
4048,,X,,,,,,X,,X,,,X,X,
4049,,,X,,,X,,,,X,,,X,,
4050,,X,,,,X,,,,,,X,,,
4051,,,,,X,X,,,X,,,,,,
4052,,,,X,,X,,,X,,,,X,,
4053,,X,,,,,,X,,X,,,,,
4054,X,,,,,,X,,,X,,,,,
4055,X,,,,,,X,,,,X,,,,
4056,,,X,,,X,,,,X,,,,,
4057,X,,,,,X,,,,X,,,X,X,
4058,,,X,,,X,,,,X,,,,,
4059,,,X,,,,,X,,X,,,,X,
4060,,X,,,,,X,,,X,,,,,
4061,X,,,,,X,,,,X,,,X,,X
4062,,,X,,,,X,,,X,,,X,,
4063,,X,,,,X,,,,X,,,,,
4064,,X,,,,,X,,,,X,,,,
4065,,,,,X,X,,,,X,,,,,
4066,,X,,,,X,,,,X,,,X,,
4067,,,,X,,X,,,,X,,,,,
4068,,X,,,,,X,,,X,,,,,
4069,,,X,,,,,X,,X,,,,,
4070,,X,,,,,X,,,X,,,X,,
4071,X,,,,,X,,,,X,,,X,,
4072,,,X,,,X,,,X,,,,,,
4073,,,,X,,X,,,,,X,,X,X,
4074,,,,X,,X,,,X,,,,,,
4075,,,X,,,X,,,,X,,,X,,
4076,,,,X,,X,,,X,,,,X,,
4077,,X,,,,,,X,,X,,,X,,
4078,,X,,,,X,,,,,X,,,,
4079,,,,X,,X,,,,X,,,X,,
4080,,,X,,,X,,,X,,,,X,,
4081,X,,,,,,X,,,X,,,X,,
4082,,,X,,,X,,,,X,,,X,,
4083,,,,X,,X,,,,,X,,,,
4084,,,X,,,X,,,X,,,,X,X,
4085,,X,,,,X,,,,,X,,X,,
4086,,X,,,,,X,,,,X,,X,,
4087,,,,X,,X,,,,X,,,,,
4088,,,X,,,X,,,X,,,,X,,
4089,,X,,,,X,,,,X,,,X,,X
4090,,X,,,,X,,,,,X,,,,X
4091,,X,,,,X,,,,X,,,,,
4092,,,X,,,X,,,,X,,,X,,
4093,,,,,X,,X,,,,X,,,,X
4094,,X,,,,,X,,,,X,,,,
4095,,X,,,,X,,,,X,,,,,
4096,X,,,,,X,,,,,X,,X,X,
4097,,,X,,,X,,,,X,,,,X,
4098,,X,,,,X,,,,X,,,X,,
4099,,X,,,,,X,,,,X,,,,
4100,,X,,,,X,,,,,X,,X,,
4101,,,X,,,X,,,X,,,,X,,
4102,,X,,,,X,,,,,X,,,,
4103,,,X,,,,,X,,,X,,,,
4104,,,X,,,X,,,,X,,,,,
4105,,X,,,,X,,,,X,,,,,
4106,,X,,,,,X,,,X,,,X,X,
4107,,,,X,,X,,,X,,,,X,,
4108,,,,,X,,,X,X,,,,,,X
4109,,,X,,,X,,,X,,,,X,X,
4110,,,,X,,X,,,,,X,,,,
4111,,,X,,,,,X,,X,,,X,,
4112,,,X,,,X,,,X,,,,,,
4113,,,X,,,,X,,,,X,,,,
4114,,X,,,,X,,,,X,,,X,,
4115,,X,,,,,X,,,X,,,,,
4116,,,,X,,X,,,,,,X,X,,
4117,X,,,,,,X,,,X,,,,,X
4118,,X,,,,X,,,,,X,,X,,
4119,,,,X,,,X,,,X,,,,,
4120,,X,,,,,X,,,,X,,X,,
4121,,X,,,,X,,,,,X,,X,,
4122,,,X,,,,,X,,X,,,,,
4123,,,X,,,,,X,X,,,,X,,X
4124,,,,X,,,,X,,,X,,X,,X
4125,,X,,,,X,,,,X,,,X,X,X
4126,,X,,,,,X,,,X,,,X,,
4127,,,,X,,,X,,,,X,,,,
4128,,X,,,,,,X,,X,,,X,,
4129,,X,,,,X,,,,X,,,X,X,
4130,,X,,,,,X,,,,X,,X,,
4131,,X,,,,X,,,,,X,,X,,
4132,,X,,,,X,,,,X,,,X,,
4133,,X,,,,X,,,,X,,,X,,
4134,X,,,,,X,,,,X,,,X,X,
4135,,,,X,,,,X,X,,,,,,
4136,,X,,,,X,,,,,X,,X,,
4137,,,,X,,X,,,,,,X,,,
4138,,X,,,,X,,,,X,,,,,
4139,,,,X,,,,X,,X,,,X,,
4140,,,,X,,,,X,X,,,,X,,
4141,,X,,,,X,,,,,X,,,,
4142,,X,,,,X,,,,,X,,,,
4143,,,X,,,X,,,,,X,,,,
4144,X,,,,,X,,,,X,,,,,
4145,,,,X,,X,,,X,,,,X,,
4146,,,X,,,X,,,,X,,,,,
4147,,X,,,,X,,,,X,,,,X,
4148,,,,X,,,,X,,X,,,X,,X
4149,,,X,,,X,,,,,X,,X,,
4150,,X,,,,X,,,,,X,,,,
4151,,X,,,,,X,,,X,,,,X,
4152,X,,,,,,X,,,X,,,,,
4153,,,X,,,X,,,,X,,,X,,
4154,,,,X,,X,,,,X,,,,X,
4155,,X,,,,,X,,,X,,,,,
4156,,X,,,,,X,,,X,,,,,
4157,,,,X,,X,,,,X,,,,,
4158,,,X,,,X,,,X,,,,X,,
4159,,,,X,,X,,,,X,,,,,X
4160,,,,X,,X,,,,X,,,,,X
4161,,X,,,,,X,,,,,X,,,
4162,,,,X,,,,X,,,X,,X,,
4163,X,,,,,,X,,,,,X,,,
4164,,X,,,,X,,,X,,,,X,X,
4165,,,,X,,X,,,,,X,,,,
4166,,,X,,,,X,,,,,X,X,,
4167,,,X,,,X,,,X,,,,X,,
4168,,X,,,,X,,,,X,,,X,,
4169,,X,,,,,,X,,X,,,X,,
4170,,,,X,,X,,,,X,,,,,
4171,,,X,,,X,,,X,,,,X,,
4172,,X,,,,,X,,,X,,,,,
4173,X,,,,,,X,,,,X,,,,
4174,,,X,,,,X,,,,X,,,,
4175,X,,,,,,X,,,,X,,X,,
4176,,X,,,,X,,,X,,,,X,,X
4177,,,,X,,X,,,,,X,,X,,
4178,,,X,,,X,,,,X,,,X,,
4179,,X,,,,,,X,,X,,,X,,
4180,,X,,,,X,,,,X,,,X,X,
4181,X,,,,,,X,,,X,,,X,,
4182,,,,X,,X,,,,X,,,,,
4183,,,,,X,,X,,,,X,,,,
4184,,,X,,,X,,,,,X,,X,,
4185,,X,,,,X,,,,,X,,,,
4186,,,,X,,X,,,,,X,,,,
4187,,X,,,,X,,,,X,,,X,,
4188,,,X,,,X,,,X,,,,X,,
4189,,X,,,,,X,,,,X,,X,,
4190,,X,,,,X,,,,X,,,,,
4191,,X,,,,,X,,,,X,,X,,
4192,X,,,,,,X,,,X,,,X,,
4193,,,X,,,,,X,,X,,,,X,
4194,,X,,,,,X,,,X,,,,,X
4195,,X,,,,,X,,,,X,,,,
4196,,,X,,,X,,,,X,,,X,,X
4197,,,,X,,X,,,,,,X,X,,
4198,,X,,,,X,,,,,X,,,,X
4199,,X,,,,X,,,,X,,,X,,
4200,,,X,,,,X,,X,,,,,,
4201,,X,,,,X,,,,X,,,X,X,
4202,,X,,,,,,X,,X,,,X,,
4203,,X,,,,X,,,,,X,,X,,
4204,,,X,,,X,,,X,,,,,,
4205,,,X,,,,,X,,X,,,X,X,
4206,,,X,,,X,,,,X,,,,,
4207,,,,X,,X,,,,X,,,X,,
4208,,X,,,,X,,,,X,,,X,,
4209,,X,,,,X,,,,X,,,,X,
4210,,,,X,,,,X,,X,,,X,,
4211,X,,,,,,X,,,X,,,,,X
4212,,X,,,,,X,,,,X,,,,
4213,,X,,,,,X,,,X,,,X,X,X
4214,,X,,,,,X,,,,,X,,,
4215,,X,,,,X,,,,X,,,,,X
4216,,,,X,,X,,,,X,,,,,
4217,,X,,,,X,,,,,X,,X,,X
4218,,,X,,,X,,,,,X,,,X,
4219,X,,,,,X,,,,X,,,X,,
4220,,X,,,,,X,,,X,,,X,,X
4221,,,X,,,X,,,,,,X,X,,
4222,,,X,,,,,X,,,X,,X,,
4223,,X,,,,,,X,,X,,,X,,
4224,,,,,X,X,,,,,,X,,,X
4225,,,,,X,X,,,,,,X,,,X
4226,,X,,,,X,,,,X,,,X,,
4227,,,X,,,,,X,X,,,,X,,
4228,,X,,,,X,,,,X,,,X,,
4229,,,,,X,,,X,,,X,,X,,X
4230,,X,,,,X,,,,,X,,,X,
4231,,X,,,,,,X,,X,,,X,,X
4232,,X,,,,,X,,,X,,,X,,X
4233,,X,,,,X,,,,,X,,X,,
4234,,,,X,,,,X,X,,,,X,,
4235,,,X,,,,X,,,,X,,X,,
4236,,X,,,,X,,,,X,,,X,,X
4237,,X,,,,,X,,,X,,,,,X
4238,,X,,,,,X,,,,X,,,,X
4239,,X,,,,,X,,,X,,,,,
4240,,,X,,,X,,,,X,,,X,,
4241,,X,,,,,X,,,,X,,,,
4242,,X,,,,X,,,,X,,,X,,
4243,,X,,,,X,,,,,X,,X,X,
4244,,X,,,,,,X,,X,,,X,,
4245,,,X,,,X,,,,,X,,,,
4246,,X,,,,,X,,,X,,,X,,
4247,,X,,,,,X,,,,X,,,,
4248,,X,,,,X,,,X,,,,X,,
4249,,X,,,,X,,,,,X,,X,,
4250,,X,,,,,X,,,,X,,X,,X
4251,,X,,,,,X,,,,X,,X,,
4252,,,X,,,X,,,X,,,,,,
4253,,X,,,,X,,,,,X,,,,
4254,,X,,,,X,,,,X,,,,X,
4255,,,X,,,X,,,,X,,,,,
4256,,X,,,,X,,,X,,,,,,X
4257,,X,,,,X,,,,X,,,X,X,
4258,X,,,,,,X,,,,X,,X,,
4259,,X,,,,,X,,,X,,,X,,
4260,,,,X,,,X,,,,,X,,,
4261,,,,X,,X,,,,X,,,,X,
4262,,,,X,,X,,,,X,,,,,X
4263,X,,,,,X,,,,,X,,X,,X
4264,,,,X,,X,,,,X,,,X,,
4265,,X,,,,,X,,,X,,,X,,
4266,X,,,,,,X,,,X,,,X,,
4267,,,,X,,,X,,X,,,,X,,
4268,,X,,,,X,,,,X,,,X,,
4269,,,X,,,X,,,X,,,,X,,
4270,,X,,,,,,X,,,X,,,X,
4271,,,X,,,,,X,X,,,,X,,
4272,,,,X,,X,,,,,X,,X,X,
4273,,,X,,,X,,,,X,,,,,
4274,,X,,,,X,,,X,,,,X,,
4275,,,,X,,X,,,,,X,,,,X
4276,,X,,,,X,,,,X,,,X,X,
4277,,,,X,,X,,,,X,,,,X,
4278,,X,,,,,X,,,X,,,X,,
4279,,X,,,,X,,,,,,X,,X,
4280,,,X,,,,,X,,X,,,X,,
4281,,,,X,,X,,,,X,,,,,X
4282,,X,,,,,,X,,X,,,,,X
4283,,,X,,,,,X,,X,,,X,X,
4284,,,,X,,X,,,,X,,,X,,
4285,,X,,,,X,,,,,X,,X,,
4286,,X,,,,X,,,,,X,,,,
4287,,,,X,,X,,,,,X,,X,X,
4288,,,X,,,,,X,,X,,,,,
4289,,,,X,,X,,,,X,,,X,,
4290,,,X,,,X,,,,,X,,,,
4291,,X,,,,X,,,,X,,,X,X,
4292,,X,,,,X,,,,,X,,X,,
4293,,X,,,,,X,,,X,,,X,,
4294,,,X,,,X,,,,X,,,X,,
4295,,X,,,,,X,,,,X,,X,X,
4296,,X,,,,,X,,,X,,,,,
4297,X,,,,,,X,,,X,,,X,X,
4298,X,,,,,,X,,,X,,,,X,
4299,,X,,,,X,,,,X,,,X,X,
4300,,,,X,,X,,,X,,,,,,X
4301,,,X,,,X,,,X,,,,X,,
4302,,X,,,,,X,,X,,,,X,,
4303,,,X,,,,X,,,X,,,X,,
4304,,,,X,,X,,,X,,,,X,,
4305,,,X,,,X,,,,,X,,X,,
4306,,,,X,,X,,,,X,,,X,,
4307,X,,,,,X,,,,X,,,X,,
4308,,,X,,,X,,,,X,,,,,
4309,,,X,,,,X,,,X,,,X,,
4310,,X,,,,X,,,,,X,,,,
4311,,,X,,,,X,,,X,,,X,,
4312,,X,,,,,X,,,X,,,X,,
4313,,X,,,,X,,,,X,,,X,,
4314,,X,,,,,X,,,X,,,,,
4315,,X,,,,X,,,,X,,,,,
4316,,,X,,,X,,,,,,X,X,,
4317,X,,,,,,X,,,X,,,,,
4318,,X,,,,X,,,,X,,,X,,
4319,,,,,X,,,X,,X,,,,,
4320,X,,,,,,X,,,X,,,,X,
4321,,,,X,,X,,,,X,,,,X,
4322,,X,,,,X,,,,X,,,X,,
4323,,,,,X,,,X,X,,,,,,
4324,,,,X,,,,X,,,X,,X,X,
4325,,,,X,,X,,,,X,,,X,,
4326,,X,,,,,X,,,,X,,,,
4327,,,,X,,,,X,X,,,,,,
4328,,,X,,,X,,,,X,,,X,,X
4329,,,X,,,X,,,X,,,,X,X,
4330,,,X,,,,X,,,,X,,X,,
4331,,,X,,,X,,,,,X,,X,,
4332,X,,,,,,X,,,X,,,,,
4333,,X,,,,,X,,,,X,,X,,
4334,,X,,,,,X,,,X,,,X,,
4335,,X,,,,,X,,,X,,,,X,
4336,,,X,,,X,,,,X,,,X,,
4337,,,,,X,X,,,,,,X,,,X
4338,,,,X,,X,,,,,X,,X,X,
4339,,,,X,,X,,,X,,,,,,
4340,,,X,,,X,,,,X,,,X,,
4341,,X,,,,,,X,,X,,,,,
4342,,,,X,,X,,,,,,X,X,,X
4343,,,,X,,X,,,X,,,,X,,
4344,,,X,,,,,X,,,X,,,,
4345,,X,,,,,X,,,X,,,,,
4346,,,X,,,X,,,,X,,,X,,
4347,,X,,,,X,,,,X,,,X,X,
4348,,,,,X,X,,,,,X,,,,
4349,,,,,X,,,X,,,X,,,,
4350,X,,,,,,X,,,X,,,,X,X
4351,,X,,,,,X,,,X,,,,,
4352,,,X,,,X,,,X,,,,,,
4353,,X,,,,X,,,,,X,,X,,
4354,,X,,,,,X,,,,X,,,,
4355,,X,,,,,X,,,,X,,X,,
4356,,,,X,,X,,,,X,,,X,,
4357,,X,,,,X,,,,X,,,X,,
4358,,,X,,,,X,,,X,,,,,
4359,,,X,,,,X,,,,X,,,,
4360,,X,,,,X,,,,,X,,,,
4361,,X,,,,X,,,,,X,,,,
4362,,,X,,,X,,,,X,,,,,
4363,,X,,,,,X,,,X,,,X,,
4364,,,,,X,,,X,,X,,,,,X
4365,,X,,,,X,,,,,X,,,,
4366,,,,X,,X,,,,X,,,,,X
4367,X,,,,,,X,,,,X,,X,,
4368,,,,X,,,,X,,X,,,X,,
4369,,,,X,,X,,,,X,,,X,,
4370,,,,X,,X,,,X,,,,X,X,
4371,X,,,,,,X,,,X,,,X,,
4372,,X,,,,,X,,,X,,,X,,
4373,X,,,,,X,,,,X,,,X,X,
4374,,,X,,,,,X,X,,,,X,,
4375,X,,,,,,,X,,X,,,X,,
4376,,,X,,,X,,,X,,,,X,,
4377,,X,,,,X,,,,X,,,X,,
4378,,,,X,,,,X,X,,,,,,
4379,,,X,,,X,,,X,,,,X,,
4380,,,,X,,X,,,,X,,,,,
4381,,,X,,,,,X,,X,,,,,
4382,,X,,,,,,X,,X,,,X,,
4383,X,,,,,,X,,,X,,,,,
4384,,,,X,,,X,,,,X,,,X,
4385,,X,,,,,,X,,X,,,X,X,
4386,,X,,,,,,X,,,X,,X,,
4387,,X,,,,X,,,,X,,,X,X,
4388,,,,,X,,,X,X,,,,,,X
4389,,X,,,,X,,,,,X,,,X,
4390,,,X,,,X,,,,X,,,X,,
4391,,X,,,,X,,,,X,,,,,
4392,,,,X,,X,,,,X,,,,,X
4393,,X,,,,X,,,,,X,,X,X,
4394,,,X,,,X,,,,X,,,X,,
4395,,,X,,,X,,,,X,,,,,
4396,,,X,,,,X,,X,,,,,,
4397,,X,,,,X,,,,X,,,X,,
4398,,,,X,,X,,,,,X,,,,
4399,X,,,,,X,,,,X,,,X,,
4400,,,X,,,X,,,,X,,,X,,
4401,,X,,,,,,X,,,X,,,,
4402,,,X,,,X,,,X,,,,X,,X
4403,,X,,,,X,,,X,,,,,,
4404,,X,,,,X,,,,,X,,,,
4405,,,,X,,X,,,,X,,,X,,
4406,,X,,,,,X,,,X,,,X,,
4407,,,X,,,,,X,,X,,,X,,X
4408,X,,,,,X,,,,X,,,X,,
4409,,,,X,,X,,,,X,,,,,
4410,,X,,,,X,,,,X,,,,,
4411,,,X,,,X,,,X,,,,X,,
4412,,X,,,,,X,,,,X,,X,,
4413,,,,,X,X,,,X,,,,,,
4414,X,,,,,,X,,,X,,,X,,
4415,,,,X,,X,,,X,,,,,,
4416,,X,,,,,X,,,X,,,X,,X
4417,,X,,,,X,,,,,X,,X,X,
4418,,,X,,,X,,,,,X,,X,,
4419,X,,,,,,X,,,,X,,X,X,
4420,,,X,,,X,,,,X,,,X,,
4421,,X,,,,,X,,,,X,,X,,
4422,,X,,,,,,X,X,,,,X,,
4423,,,X,,,,X,,,,X,,X,,X
4424,,X,,,,X,,,,,X,,X,X,
4425,,X,,,,X,,,,X,,,X,X,
4426,,,X,,,X,,,,,X,,,,
4427,,,X,,,X,,,,,X,,,,
4428,,,X,,,X,,,,,,X,X,,
4429,,,X,,,X,,,X,,,,,,
4430,,,X,,,X,,,,,X,,X,,
4431,,X,,,,X,,,X,,,,X,X,
4432,,X,,,,X,,,,X,,,X,,
4433,,,X,,,X,,,,,X,,X,X,X
4434,,X,,,,,X,,,X,,,X,,
4435,,X,,,,,X,,,X,,,X,,
4436,,X,,,,,X,,,,X,,,,
4437,,,X,,,X,,,,,X,,,,
4438,,,,X,,,,X,,X,,,,X,
4439,X,,,,,,X,,,X,,,,,
4440,,,X,,,X,,,X,,,,,,
4441,,X,,,,X,,,,,X,,,,
4442,,X,,,,X,,,X,,,,X,,
4443,X,,,,,,X,,,,X,,,,
4444,,X,,,,,X,,,X,,,,,
4445,,,X,,,X,,,X,,,,X,,
4446,X,,,,,,X,,,X,,,X,,
4447,,,X,,,,X,,X,,,,X,,X
4448,,,X,,,X,,,,X,,,X,,
4449,,X,,,,,X,,,X,,,X,,
4450,,,,X,,X,,,X,,,,X,,
4451,,,,X,,X,,,,,X,,,,
4452,,X,,,,X,,,,X,,,,,
4453,,X,,,,X,,,,X,,,X,,
4454,,X,,,,,X,,,,X,,X,,
4455,,,,X,,X,,,,X,,,X,,
4456,,X,,,,X,,,X,,,,X,,
4457,,X,,,,,X,,X,,,,X,,
4458,X,,,,,,X,,,,X,,,,X
4459,,X,,,,,X,,,X,,,X,,
4460,,,X,,,X,,,,X,,,X,,
4461,,,X,,,,,X,,X,,,,,
4462,,,,X,,X,,,,X,,,,X,
4463,,X,,,,,X,,,X,,,X,,
4464,,,,X,,,,X,,X,,,,,
4465,,X,,,,,X,,,,X,,,,X
4466,,,,,X,X,,,,X,,,,,
4467,,,X,,,,,X,,X,,,X,,
4468,,,X,,,X,,,X,,,,X,,
4469,,X,,,,,,X,,,X,,,,
4470,,X,,,,,X,,,,X,,X,,
4471,,,,X,,X,,,,,,X,,,
4472,X,,,,,X,,,X,,,,X,,
4473,,X,,,,X,,,,X,,,X,,
4474,,,X,,,X,,,X,,,,X,,
4475,,,X,,,X,,,,X,,,X,,
4476,,,X,,,X,,,,,X,,X,,
4477,,X,,,,,X,,,,X,,,,
4478,,,X,,,X,,,,,X,,X,,
4479,,X,,,,,X,,,X,,,X,,
4480,X,,,,,X,,,X,,,,X,,
4481,,,X,,,X,,,,X,,,,,
4482,,,X,,,X,,,,X,,,X,,
4483,,X,,,,X,,,,X,,,X,,
4484,,X,,,,X,,,,,X,,,,X
4485,,,,X,,X,,,X,,,,X,,
4486,,X,,,,X,,,X,,,,X,,
4487,,,X,,,,,X,,X,,,,,
4488,,X,,,,,X,,,X,,,,,
4489,,,X,,,X,,,,,X,,,,
4490,,,,X,,X,,,,X,,,X,,
4491,,X,,,,,X,,,X,,,X,,
4492,,X,,,,,X,,,X,,,X,X,
4493,X,,,,,,X,,,,X,,X,,
4494,X,,,,,,X,,,X,,,X,,X
4495,,,X,,,X,,,,,X,,X,,
4496,,X,,,,,X,,,X,,,,,
4497,,X,,,,,X,,,,X,,,,
4498,,X,,,,X,,,,,X,,X,,
4499,,,X,,,,,X,X,,,,,,
4500,,X,,,,X,,,,X,,,X,,
4501,,X,,,,X,,,,,X,,X,,
4502,,,X,,,X,,,,X,,,X,X,
4503,,,,,X,X,,,X,,,,,X,X
4504,,,X,,,,X,,,X,,,X,X,X
4505,,X,,,,,X,,,X,,,X,,X
4506,,,X,,,,,X,,,X,,,,
4507,,X,,,,X,,,,X,,,X,,
4508,,,X,,,X,,,,,,X,X,X,
4509,,,,X,,X,,,,,X,,,,
4510,,X,,,,,,X,,X,,,X,,
4511,,,X,,,X,,,,X,,,X,,X
4512,,,X,,,X,,,,X,,,X,,
